benchmark,target_contacts,iteration,label,warm_start_file,warm_contacts,outdir,result_file,command_file,status,requested_trials,workers,steps,t_init,t_final,seed,L,S,V,hp_reward,lambda_onehot,lambda_site,lambda_chain,scale_alpha,qubo_size_mb,wrapper_seconds,cumulative_runtime_s,command,notes,contacts,energy,successes,actual_trials,hit_rate,target_hit,target_early_stop_hit,completed_worker_files,first_target_trial
85mer,53,1,warm256_2M_16w,runs\85mer\local\Final_run\fix7_istrail_long_warm_budget\iter01_warm96_1p2M_hp3\best_overall.json,52,runs\85mer\local\Final_run\fix7_istrail_long_16w_big_budget\iter01_warm256_2M_16w,runs\85mer\local\Final_run\fix7_istrail_long_16w_big_budget\iter01_warm256_2M_16w\best_overall.json,runs\85mer\local\Final_run\fix7_istrail_long_16w_big_budget\iter01_warm256_2M_16w\command.txt,ok,256,16,2000000,20.0,0.0005,950085001,12,144,12240,-3.0,600.0,600.0,600.0,0.8333333333333334,448.242,1124.2371480464935,1124.2371480464935,"python ""src/HP_ssa_manybody_parallel_runner_cpu_fast_passthru.py"" --ising ""runs\85mer\local\Final_run\fix7_istrail_long_warm_budget\qubos\85mer_pairwise_L12_hp3p0.json"" --solver_script ""src/HP_ssa_manybody_ising_cpu_numba_saw_pivot_fix7_contactguided.py"" --total_trials 256 --workers 16 --steps 2000000 --t_init 20.0 --t_final 0.0005 --seed 950085001 --device cpu --dtype float64 --move_mode residue --block_size 0 --reheat_every 30000 --reheat_factor 2.6 --outdir ""runs\85mer\local\Final_run\fix7_istrail_long_16w_big_budget\iter01_warm256_2M_16w"" --reseed_each_trial --target_contacts 53 --stop_on_target --poll_interval 3.0 --warm_start_best --best_t_scale 1.45 -- --pivot_prob 0.52 --pivot_max_tail 0 --pull_prob 0.10 --reptation_prob 0.12 --regrow_prob 0.06 --frag_regrow_prob 0.20 --regrow_max_len 56 --init_mode seq_greedy --archive_size 40 --archive_min_hamming_frac 0.22 --archive_contact_slack 8 --contact_priority_best --contact_check_every 75 --contact_guided_accept --contact_bias 1.2 --contact_bias_final_frac 0.10 --contact_paving_weight 0.0012 --qubo_polish_frac 0.18 --warm_start_prob 0.70 --warm_start_min_contacts 49 --warm_start_file ""runs\85mer\local\Final_run\fix7_istrail_long_warm_budget\iter01_warm96_1p2M_hp3\best_overall.json""",16 workers; RB-full-produced warm start; hp_reward=-3.0 QUBO,53,-491668172.5,1,63,0.015873015873015872,yes,True,4,30




